Commune;Code commune;Code postal;Greffe;Type greffe
LANTRIAC;43113;43260;LE PUY-EN-VELAY;TC
LE PUY EN VELAY;43157;43001;LE PUY-EN-VELAY;TC
LE PUY EN VELAY;43157;43013;LE PUY-EN-VELAY;TC
BRIOUDE;43040;43101;LE PUY-EN-VELAY;TC
ST ANDRE DE CHALENCON;43166;43130;LE PUY-EN-VELAY;TC
ALLEYRAC;43004;43150;LE PUY-EN-VELAY;TC
ST SAUVEUR DE PUYNORMAND;33472;33660;LIBOURNE;TC
CASTILLON LA BATAILLE;33108;33350;LIBOURNE;TC
FLAUJAGUES;33168;33350;LIBOURNE;TC
ST YZAN DE SOUDIAC;33492;33920;LIBOURNE;TC
VILLEGOUGE;33548;33141;LIBOURNE;TC
PLASSAC;33325;33390;LIBOURNE;TC
ST GENES DE FRONSAC;33407;33240;LIBOURNE;TC
ST PEY DE CASTETS;33460;33350;LIBOURNE;TC
STE FLORENCE;33401;33350;LIBOURNE;TC
REIGNAC;33351;33860;LIBOURNE;TC
LA CHAPELLE D ARMENTIERES;59143;59933;LILLE METROPOLE;TC
EURALILLE;59915;59777;LILLE METROPOLE;TC
BAISIEUX;59044;59780;LILLE METROPOLE;TC
LILLE;59350;59020;LILLE METROPOLE;TC
LA MADELEINE;59368;59562;LILLE METROPOLE;TC
LA MADELEINE;59368;59567;LILLE METROPOLE;TC
LILLE;59350;59002;LILLE METROPOLE;TC
BACHY;59042;59830;LILLE METROPOLE;TC
QUESNOY SUR DEULE;59482;59890;LILLE METROPOLE;TC
LYS LEZ LANNOY;59367;59452;LILLE METROPOLE;TC
LYS LEZ LANNOY;59367;59457;LILLE METROPOLE;TC
LOMME;59355;59462;LILLE METROPOLE;TC
FRETIN;59256;59273;LILLE METROPOLE;TC
CROIX;59163;59346;LILLE METROPOLE;TC
FRELINGHIEN;59252;59236;LILLE METROPOLE;TC
LILLE;59350;59892;LILLE METROPOLE;TC
CROIX;59163;59967;LILLE METROPOLE;TC
LILLE;59350;59998;LILLE METROPOLE;TC
LA MADELEINE;59368;59110;LILLE METROPOLE;TC
BOUSBECQUE;59098;59166;LILLE METROPOLE;TC
LILLE;59350;59049;LILLE METROPOLE;TC
LIMOGES;87085;87012;LIMOGES;TC
LIMOGES;87085;87036;LIMOGES;TC
BOISSEUIL;87019;87220;LIMOGES;TC
FLAVIGNAC;87066;87230;LIMOGES;TC
AMBAZAC;87002;87240;LIMOGES;TC
ST YRIEIX LA PERCHE;87187;87500;LIMOGES;TC
CIEUX;87045;87520;LIMOGES;TC
AIXE SUR VIENNE;87001;87700;LIMOGES;TC
LIMOGES;87085;87064;LIMOGES;TC
TARBES;65440;65921;TARBES;TC
LIMOGES;87085;87065;LIMOGES;TC
PENSOL;87115;87440;LIMOGES;TC
LIMOGES;87085;87038;LIMOGES;TC
LIMOGES;87085;87006;LIMOGES;TC
GENNEVILLE;14299;14600;LISIEUX;TC
BONNEVILLE SUR TOUQUES;14086;14800;LISIEUX;TC
DIVES SUR MER;14225;14162;LISIEUX;TC
ST LAURENT DU MONT;14604;14340;LISIEUX;TC
MONLEON MAGNOAC;65315;65670;TARBES;TC
DANESTAL;14218;14430;LISIEUX;TC
PUTOT EN AUGE;14524;14430;LISIEUX;TC
ST MICHEL DE LIVET;14634;14140;LISIEUX;TC
BARNEVILLE;14041;14600;LISIEUX;TC
DIVES SUR MER;14225;14165;LISIEUX;TC
PREAUX ST SEBASTIEN;14518;14290;LISIEUX;TC
CAMBREMER;14126;14340;LISIEUX;TC
LE FOURNET;14285;14340;LISIEUX;TC
COQUAINVILLIERS;14177;14130;LISIEUX;TC
PIERREFITTE EN AUGE;14500;14130;LISIEUX;TC
FIRFOL;14270;14100;LISIEUX;TC
PLAINOISEAU;39422;39210;LONS-LE-SAUNIER;TC
LES DEUX FAYS;39196;39230;LONS-LE-SAUNIER;TC
VALZIN EN PETITE MONTAGNE;39290;39240;LONS-LE-SAUNIER;TC
BIEF DU FOURG;39053;39250;LONS-LE-SAUNIER;TC
BILLECUL;39055;39250;LONS-LE-SAUNIER;TC
HAYANGE;57306;57702;THIONVILLE;TC
PLENISE;39427;39250;LONS-LE-SAUNIER;TC
ST CLAUDE;39478;39205;LONS-LE-SAUNIER;TC
ALIEZE;39007;39270;LONS-LE-SAUNIER;TC
PIMORIN;39420;39270;LONS-LE-SAUNIER;TC
BIARNE;39051;39290;LONS-LE-SAUNIER;TC
ARDON;39015;39300;LONS-LE-SAUNIER;TC
PONT DU NAVOY;39437;39300;LONS-LE-SAUNIER;TC
MATHENAY;39319;39600;LONS-LE-SAUNIER;TC
PORT LESNEY;39439;39600;LONS-LE-SAUNIER;TC
FONCINE LE HAUT;39228;39460;LONS-LE-SAUNIER;TC
OUSSIERES;39401;39800;LONS-LE-SAUNIER;TC
POLIGNY;39434;39806;LONS-LE-SAUNIER;TC
COURTEFONTAINE;39172;39700;LONS-LE-SAUNIER;TC
DAMPIERRE;39190;39700;LONS-LE-SAUNIER;TC
BESAIN;39050;39800;LONS-LE-SAUNIER;TC
SONGESON;39518;39130;LONS-LE-SAUNIER;TC
LONS LE SAUNIER;39300;39024;LONS-LE-SAUNIER;TC
PARCEY;39405;39100;LONS-LE-SAUNIER;TC
VILLEVIEUX;39574;39140;LONS-LE-SAUNIER;TC
HAUTS DE BIENNE;39368;39406;LONS-LE-SAUNIER;TC
BLETTERANS;39056;39141;LONS-LE-SAUNIER;TC
LANESTER;56098;56601;LORIENT;TC
AURAY;56007;56406;LORIENT;TC
EVELLYS;56144;56500;LORIENT;TC
REMUNGOL;56192;56500;LORIENT;TC
LOCMINE;56117;56502;LORIENT;TC
KERVIGNAC;56094;56700;LORIENT;TC
LORIENT;56121;56314;LORIENT;TC
LORIENT;56121;56315;LORIENT;TC
TOULON;83137;83084;TOULON;TC
LORIENT;56121;56318;LORIENT;TC
LORIENT;56121;56324;LORIENT;TC
GUEMENE SUR SCORFF;56073;56160;LORIENT;TC
QUIBERON;56186;56170;LORIENT;TC
PONTIVY;56178;56300;LORIENT;TC
BEAUVALLON;69179;69700;LYON;TC
ST LAURENT DE MURE;69288;69720;LYON;TC
CALUIRE ET CUIRE;69034;69733;LYON;TC
GENAS;69277;69742;LYON;TC
GENAS;69277;69748;LYON;TC
MEYZIEU;69282;69330;LYON;TC
MEYZIEU;69282;69892;LYON;TC
LYON;69383;69441;LYON;TC
LYON;69383;69443;LYON;TC
THURINS;69249;69510;LYON;TC
LYON;69386;69456;LYON;TC
LYON;69386;69415;LYON;TC
ST CYR SUR LE RHONE;69193;69560;LYON;TC
STE FOY L ARGENTIERE;69201;69610;LYON;TC
CALUIRE ET CUIRE;69034;69643;LYON;TC
CALUIRE ET CUIRE;69034;69647;LYON;TC
DECINES CHARPIEU;69275;69151;LYON;TC
DECINES CHARPIEU;69275;69155;LYON;TC
ST FONS;69199;69198;LYON;TC
VILLEURBANNE;69266;69604;LYON;TC
OLLIOULES;83090;83198;TOULON;TC
LYON;69382;69219;LYON;TC
OLLIOULES;83090;83199;TOULON;TC
LYON;69382;69224;LYON;TC
TOULON;83137;83047;TOULON;TC
LYON;69389;69251;LYON;TC
LYON;69389;69256;LYON;TC
COUZON AU MONT D OR;69068;69270;LYON;TC
LYON;69382;69904;LYON;TC
LYON;69383;69003;LYON;TC
LYON;69381;69285;LYON;TC
LA SEYNE SUR MER;83126;83515;TOULON;TC
LYON;69388;69352;LYON;TC
LYON;69123;69000;LYON;TC
SAINT DIDIER AU MONT D OR;69194;69775;LYON;TC
FLAGY;71199;71250;MACON;TC
TAIZE;71532;71250;MACON;TC
CRUZILLE;71156;71260;MACON;TC
ST ALBAIN;71383;71260;MACON;TC
GUEUGNON;71230;71130;MACON;TC
HYERES;83069;83408;TOULON;TC
TOULOUSE;31555;31069;TOULOUSE;TC
TOULOUSE;31555;31000;TOULOUSE;TC
GOYRANS;31227;31120;TOULOUSE;TC
TOULOUSE;31555;31068;TOULOUSE;TC
TOULOUSE;31555;31087;TOULOUSE;TC
TOULOUSE;31555;31090;TOULOUSE;TC
LABARTHE SUR LEZE;31248;31860;TOULOUSE;TC
TOULOUSE;31555;31945;TOULOUSE;TC
ESPERCE;31173;31190;TOULOUSE;TC
LABRUYERE DORSA;31256;31190;TOULOUSE;TC
VILLENEUVE TOLOSANE;31588;31270;TOULOUSE;TC
TREBONS SUR LA GRASSE;31560;31290;TOULOUSE;TC
CASTAGNAC;31111;31310;TOULOUSE;TC
AUZEVILLE TOLOSANE;31035;31320;TOULOUSE;TC
ST LOUP EN COMMINGES;31498;31350;TOULOUSE;TC
TOULOUSE;31555;31404;TOULOUSE;TC
LONGAGES;31303;31410;TOULOUSE;TC
CAZAUX LAYRISSE;31132;31440;TOULOUSE;TC
AYGUESVIVES;31004;31450;TOULOUSE;TC
LEVIGNAC;31297;31530;TOULOUSE;TC
PRADERE LES BOURGUETS;31438;31530;TOULOUSE;TC
ROUMENS;31463;31540;TOULOUSE;TC
BUZET SUR TARN;31094;31660;TOULOUSE;TC
LABEGE;31254;31681;TOULOUSE;TC
SAVARTHES;31537;31800;TOULOUSE;TC
TOULOUSE;31555;31062;TOULOUSE;TC
ST AVERTIN;37208;37556;TOURS;TC
PERRUSSON;37183;37600;TOURS;TC
PUSSIGNY;37190;37800;TOURS;TC
TOURS;37261;37917;TOURS;TC
ANCHE;37004;37500;TOURS;TC
ESVRES;37104;37323;TOURS;TC
BRAYE SUR MAULNE;37036;37330;TOURS;TC
LE GRAND PRESSIGNY;37113;37350;TOURS;TC
PASLIERES;63271;63290;CLERMONT-FERRAND;TC
AUBIERE;63014;63175;CLERMONT-FERRAND;TC
VIRLET;63462;63330;CLERMONT-FERRAND;TC
AYAT SUR SIOULE;63025;63390;CLERMONT-FERRAND;TC
LAMONTGIE;63185;63570;CLERMONT-FERRAND;TC
CLERMONT FERRAND;63113;63973;CLERMONT-FERRAND;TC
MARTRES SUR MORGE;63215;63720;CLERMONT-FERRAND;TC
WOLFGANTZEN;68379;68600;COLMAR;TC
LIEPVRE;68185;68660;COLMAR;TC
GUEBWILLER;68112;68501;COLMAR;TC
WICKERSCHWIHR;68366;68320;COLMAR;TC
OBERENTZEN;68241;68127;COLMAR;TC
OBERHERGHEIM;68242;68127;COLMAR;TC
SIGOLSHEIM;68310;68240;COLMAR;TC
ORRY LA VILLE;60482;60560;COMPIEGNE;TC
CHANTILLY;60141;60647;COMPIEGNE;TC
MARQUEGLISE;60386;60490;COMPIEGNE;TC
MORTEMER;60434;60490;COMPIEGNE;TC
LONGUEIL STE MARIE;60369;60126;COMPIEGNE;TC
GIRAUMONT;60273;60150;COMPIEGNE;TC
MARGNY LES COMPIEGNE;60382;60285;COMPIEGNE;TC
NOYON;60471;60406;COMPIEGNE;TC
MONTPELLIER;34172;34192;MONTPELLIER;TC
MONTPELLIER;34172;34263;MONTPELLIER;TC
MONTPELLIER;34172;34264;MONTPELLIER;TC
MAUGUIO;34154;34131;MONTPELLIER;TC
BOUZIGUES;34039;34140;MONTPELLIER;TC
ST JEAN DE FOS;34267;34150;MONTPELLIER;TC
MONTPELLIER;34172;34008;MONTPELLIER;TC
MONTPELLIER;34172;34184;MONTPELLIER;TC
MONTPELLIER;34172;34062;MONTPELLIER;TC
LATTES;34129;34978;MONTPELLIER;TC
VENDARGUES;34327;34749;MONTPELLIER;TC
MONTPELLIER;34172;34012;MONTPELLIER;TC
NEBIAN;34180;34800;MONTPELLIER;TC
MONTPELLIER;34172;34924;MONTPELLIER;TC
LE CAYLAR;34064;34520;MONTPELLIER;TC
LATTES;34129;34979;MONTPELLIER;TC
OBERMORSCHWILLER;68245;68130;MULHOUSE;TC
ROMAGNY;68282;68210;MULHOUSE;TC
SAUSHEIM;68300;68390;MULHOUSE;TC
ALTKIRCH;68004;68132;MULHOUSE;TC
WENTZWILLER;68362;68220;MULHOUSE;TC
WALDIGHOFFEN;68355;68640;MULHOUSE;TC
FROENINGEN;68099;68720;MULHOUSE;TC
KRUTH;68171;68820;MULHOUSE;TC
ESSEY ET MAIZERAIS;54182;54470;NANCY;TC
VANDOEUVRE LES NANCY;54547;54515;NANCY;TC
LAXOU;54304;54527;NANCY;TC
PHLIN;54424;54610;NANCY;TC
VILCEY SUR TREY;54566;54700;NANCY;TC
MEREVILLE;54364;54850;NANCY;TC
BAYONVILLE SUR MAD;54055;54890;NANCY;TC
NANCY;54395;54068;NANCY;TC
REHERREY;54450;54120;NANCY;TC
NANCY;54395;54027;NANCY;TC
MAUQUENCHY;76420;76440;DIEPPE;TC
FESQUES;76262;76270;DIEPPE;TC
VATIERVILLE;76724;76270;DIEPPE;TC
GONNETOT;76306;76730;DIEPPE;TC
GLICOURT;76301;76630;DIEPPE;TC
COLLONGES ET PREMIERES;21183;21110;DIJON;TC
BEAUNE;21054;21208;DIJON;TC
FLAGEY LES AUXONNE;21268;21130;DIJON;TC
PONT ET MASSENE;21497;21140;DIJON;TC
GRESIGNY STE REINE;21307;21150;DIJON;TC
CORCELLES LES MONTS;21192;21160;DIJON;TC
SPOY;21614;21120;DIJON;TC
CHAUX;21162;21700;DIJON;TC
RIEL LES EAUX;21524;21570;DIJON;TC
SALMAISE;21580;21690;DIJON;TC
ORRET;21471;21450;DIJON;TC
CHATILLON SUR SEINE;21154;21403;DIJON;TC
MONTCEAU ET ECHARNANT;21427;21360;DIJON;TC
MONTIGNY ST BARTHELEMY;21430;21390;DIJON;TC
ETROCHEY;21258;21400;DIJON;TC
GISSEY LE VIEIL;21298;21350;DIJON;TC
TALMAY;21618;21270;DIJON;TC
ESSAROIS;21250;21290;DIJON;TC
BEAUMONT SUR VINGEANNE;21053;21310;DIJON;TC
TANAY;21619;21310;DIJON;TC
BEUREY BAUGUAY;21068;21320;DIJON;TC
DIJON;21231;21078;DIJON;TC
DIJON;21231;21098;DIJON;TC
MONTMANCON;21437;21270;DIJON;TC
DIJON;21231;21042;DIJON;TC
THUN ST MARTIN;59595;59141;DOUAI;TC
FENAIN;59227;59179;DOUAI;TC
HAUSSY;59289;59294;DOUAI;TC
PAILLENCOURT;59455;59295;DOUAI;TC
DOUAI;59178;59359;DOUAI;TC
CUINCY;59165;59553;DOUAI;TC
RAILLENCOURT;59488;59554;DOUAI;TC
MASNIERES;59389;59241;DOUAI;TC
FECHAIN;59224;59247;DOUAI;TC
FAYENCE;83055;83440;DRAGUIGNAN;TC
MONS;83080;83440;DRAGUIGNAN;TC
ST ANTONIN DU VAR;83154;83510;DRAGUIGNAN;TC
DRAGUIGNAN;83050;83018;DRAGUIGNAN;TC
NEOULES;83088;83136;DRAGUIGNAN;TC
BLARINGHEM;59084;59173;DUNKERQUE;TC
TETEGHEM COUDEKERQUE VILLAGE;59588;59229;DUNKERQUE;TC
VIEUX BERQUIN;59615;59232;DUNKERQUE;TC
GRANDE SYNTHE;59271;59793;DUNKERQUE;TC
EPINAL;88160;88061;EPINAL;TC
ST DIE;88413;88100;EPINAL;TC
GOLBEY;88209;88190;EPINAL;TC
LE SYNDICAT;88462;88120;EPINAL;TC
VAGNEY;88486;88129;EPINAL;TC
LA VOGE LES BAINS;88029;88240;EPINAL;TC
REMIREMONT;88383;88206;EPINAL;TC
LES VALLOIS;88491;88260;EPINAL;TC
SENONGES;88452;88260;EPINAL;TC
LES ANDELYS;27016;27709;EVREUX;TC
NEAUFLES ST MARTIN;27426;27830;EVREUX;TC
GOURNAY LE GUERIN;27291;27580;EVREUX;TC
GAILLON;27275;27601;EVREUX;TC
LA ROQUETTE;27495;27700;EVREUX;TC
EVRY COURCOURONNES;91228;91055;EVRY;TC
BONDOUFLE;91086;91073;EVRY;TC
EVRY COURCOURONNES;91228;91031;EVRY;TC
CORBEIL ESSONNES;91174;91106;EVRY;TC
PALAISEAU;91477;91124;EVRY;TC
PALAISEAU;91477;91127;EVRY;TC
WISSOUS;91689;91787;EVRY;TC
STE GENEVIEVE DES BOIS;91549;91705;EVRY;TC
STE GENEVIEVE DES BOIS;91549;91709;EVRY;TC
STE GENEVIEVE DES BOIS;91549;91713;EVRY;TC
EVRY COURCOURONNES;91228;91047;EVRY;TC
EVRY COURCOURONNES;91228;91015;EVRY;TC
PALAISEAU;91477;91877;EVRY;TC
BRETIGNY SUR ORGE;91103;91732;EVRY;TC
PALAISEAU;91477;91765;EVRY;TC
LES ULIS;91692;91959;EVRY;TC
BRUNOY;91114;91808;EVRY;TC
ORSAY;91471;91851;EVRY;TC
ORSAY;91471;91854;EVRY;TC
BOIS HERPIN;91075;91150;EVRY;TC
BROUY;91112;91150;EVRY;TC
ORMOY LA RIVIERE;91469;91150;EVRY;TC
MONNERVILLE;91414;91930;EVRY;TC
VIRY CHATILLON;91687;91172;EVRY;TC
LONGJUMEAU;91345;91162;EVRY;TC
LONGJUMEAU;91345;91163;EVRY;TC
LONGJUMEAU;91345;91167;EVRY;TC
GRIGNY;91286;91353;EVRY;TC
VERRIERES LE BUISSON;91645;91375;EVRY;TC
EVRY COURCOURONNES;91228;91055;EVRY;TC
SAVIGNY SUR ORGE;91589;91604;EVRY;TC
BALLANCOURT SUR ESSONNE;91045;91619;EVRY;TC
NOZAY;91458;91620;EVRY;TC
LA VILLE DU BOIS;91665;91621;EVRY;TC
LA VILLE DU BOIS;91665;91623;EVRY;TC
EVRY COURCOURONNES;91228;91053;EVRY;TC
EVRY COURCOURONNES;91228;91008;EVRY;TC
BETHMALE;9055;9800;FOIX;TC
ALZEN;9009;9240;FOIX;TC
BEZAC;9056;9100;FOIX;TC
FORT DE FRANCE;97209;97247;FORT-DE-FRANCE;TC
FORT DE FRANCE;97209;97268;FORT-DE-FRANCE;TC
SCHOELCHER;97229;97276;FORT-DE-FRANCE;TC
LE LAMENTIN;97213;97283;FORT-DE-FRANCE;TC
LE MARIN;97217;97290;FORT-DE-FRANCE;TC
COGOLIN;83042;83318;FREJUS;TC
PUGET SUR ARGENS;83099;83486;FREJUS;TC
FREJUS;83061;83607;FREJUS;TC
ST TROPEZ;83119;83991;FREJUS;TC
VENCE;6157;6140;GRASSE;TC
AURIBEAU SUR SIAGNE;6007;6810;GRASSE;TC
SOPHIA ANTIPOLIS;6916;6906;GRASSE;TC
BEAUFIN;38031;38970;GRENOBLE;TC
GRENOBLE;38185;38003;GRENOBLE;TC
GRENOBLE;38185;38043;GRENOBLE;TC
ST LATTIER;38410;38840;GRENOBLE;TC
CROLLES;38140;38927;GRENOBLE;TC
LALLEY;38204;38930;GRENOBLE;TC
LE MONESTIER DU PERCY;38243;38930;GRENOBLE;TC
LAVARS;38208;38710;GRENOBLE;TC
ST JEAN D HERANS;38403;38710;GRENOBLE;TC
TREMINIS;38514;38710;GRENOBLE;TC
VOIRON;38563;38502;GRENOBLE;TC
OULLES;38286;38520;GRENOBLE;TC
ST EGREVE;38382;38526;GRENOBLE;TC
ST EGREVE;38382;38528;GRENOBLE;TC
ST EGREVE;38382;38529;GRENOBLE;TC
LA SALLE EN BEAUMONT;38470;38350;GRENOBLE;TC
SIEVOZ;38489;38350;GRENOBLE;TC
BEAUFORT;38032;38270;GRENOBLE;TC
ST JEAN DE VAULX;38402;38220;GRENOBLE;TC
ANZEME;23004;23000;GUERET;TC
ST LAURENT;23206;23000;GUERET;TC
GUERET;23096;23021;GUERET;TC
ARRENES;23006;23210;GUERET;TC
CHENERAILLES;23061;23130;GUERET;TC
MAUTES;23127;23190;GUERET;TC
BOSROGER;23028;23200;GUERET;TC
LA CHAUSSADE;23059;23200;GUERET;TC
NEOUX;23142;23200;GUERET;TC
LEYRAT;23108;23600;GUERET;TC
FLAYAT;23081;23260;GUERET;TC
GUERET;23096;23911;GUERET;TC
MONACO CEDEX;99138;98010;Gie Infogreffe;None
BEAUVOIR SUR MER;85018;85230;LA ROCHE-SUR-YON;TC
LES SABLES D OLONNE;85194;85107;LA ROCHE-SUR-YON;TC
LES SABLES D OLONNE;85194;85108;LA ROCHE-SUR-YON;TC
LES SABLES D OLONNE;85194;85108;LA ROCHE-SUR-YON;TC
L OIE;85165;85140;LA ROCHE-SUR-YON;TC
LA ROCHE SUR YON;85191;85011;LA ROCHE-SUR-YON;TC
TREIZE VENTS;85296;85590;LA ROCHE-SUR-YON;TC
MOUCHAMPS;85153;85640;LA ROCHE-SUR-YON;TC
LUCON;85128;85408;LA ROCHE-SUR-YON;TC
LA BRUFFIERE;85039;85530;LA ROCHE-SUR-YON;TC
SOULLANS;85284;85300;LA ROCHE-SUR-YON;TC
NALLIERS;85159;85370;LA ROCHE-SUR-YON;TC
MOUILLERON ST GERMAIN;85154;85390;LA ROCHE-SUR-YON;TC
LA ROCHELLE;17300;17021;LA ROCHELLE;TC
ST LAURENT DE LA BARRIERE;17352;17380;LA ROCHELLE;TC
LA ROCHELLE;17300;17068;LA ROCHELLE;TC
FORGES;17166;17290;LA ROCHELLE;TC
ROCHEFORT;17299;17314;LA ROCHELLE;TC
ROCHEFORT;17299;17318;LA ROCHELLE;TC
ARS EN RE;17019;17590;LA ROCHELLE;TC
LE GUA;17185;17600;LA ROCHELLE;TC
ST PIERRE D AMILLY;17382;17700;LA ROCHELLE;TC
MOEZE;17237;17780;LA ROCHELLE;TC
GENNES LONGUEFUYE;53104;53200;LAVAL;TC
LA ROCHE NEUVILLE;53136;53200;LAVAL;TC
CHATEAU GONTIER SUR MAYENNE;53062;53202;LAVAL;TC
LAVAL;53130;53001;LAVAL;TC
CHATEAU GONTIER SUR MAYENNE;53062;53206;LAVAL;TC
LAVAL;53130;53085;LAVAL;TC
GANZEVILLE;76298;76400;LE HAVRE;TC
FECAMP;76259;76408;LE HAVRE;TC
CRIQUEBEUF EN CAUX;76194;76111;LE HAVRE;TC
LE HAVRE;76351;76097;LE HAVRE;TC
LE MANS;72181;72048;LE MANS;TC
BEAUMONT SUR SARTHE;72029;72171;LE MANS;TC
LE MANS;72181;72088;LE MANS;TC
MAREIL SUR LOIR;72185;72200;LE MANS;TC
LA FLECHE;72154;72207;LE MANS;TC
LIGRON;72163;72270;LE MANS;TC
ASNIERES SUR VEGRE;72010;72430;LE MANS;TC
CHANTENAY VILLEDIEU;72059;72430;LE MANS;TC
MALICORNE SUR SARTHE;72179;72279;LE MANS;TC
COGNERS;72085;72310;LE MANS;TC
COULANS SUR GEE;72096;72550;LE MANS;TC
VILLAINES LA GONAIS;72375;72400;LE MANS;TC
BERUS;72034;72610;LE MANS;TC
ST PIERRE DES ORMES;72313;72600;LE MANS;TC
LE MANS;72181;72093;LE MANS;TC
LE MANS;72181;72097;LE MANS;TC
ETIVAL LES LE MANS;72127;72700;LE MANS;TC
YSSINGEAUX;43268;43202;LE PUY-EN-VELAY;TC
LEOTOING;43121;43410;LE PUY-EN-VELAY;TC
ST ETIENNE DU VIGAN;43180;43420;LE PUY-EN-VELAY;TC
ST JEAN D AUBRIGOUX;43196;43500;LE PUY-EN-VELAY;TC
RAUCOULES;43159;43290;LE PUY-EN-VELAY;TC
ST JULIEN DES CHAZES;43202;43300;LE PUY-EN-VELAY;TC
BRIOUDE;43040;43106;LE PUY-EN-VELAY;TC
ST AVIT ST NAZAIRE;33378;33220;LIBOURNE;TC
VERAC;33542;33240;LIBOURNE;TC
TIZAC DE LAPOUYADE;33532;33620;LIBOURNE;TC
COMPS;33132;33710;LIBOURNE;TC
VILLENEUVE;33551;33710;LIBOURNE;TC
SAILLANS;33364;33141;LIBOURNE;TC
COUTRAS;33138;33230;LIBOURNE;TC
ST LAURENT D ARCE;33425;33240;LIBOURNE;TC
VAL DE LIVENNE;33380;33820;LIBOURNE;TC
BONZAC;33062;33910;LIBOURNE;TC
SABLONS;33362;33910;LIBOURNE;TC
MARCQ EN BAROEUL;59378;59709;LILLE METROPOLE;TC
LILLE;59350;59789;LILLE METROPOLE;TC
LILLE;59350;59010;LILLE METROPOLE;TC
VILLENEUVE D ASCQ;59009;59665;LILLE METROPOLE;TC
LINSELLES;59352;59497;LILLE METROPOLE;TC
VILLENEUVE D ASCQ;59009;59658;LILLE METROPOLE;TC
LESQUIN;59343;59812;LILLE METROPOLE;TC
LILLE;59350;59008;LILLE METROPOLE;TC
ST ANDRE;59527;59871;LILLE METROPOLE;TC
RONCQ;59508;59437;LILLE METROPOLE;TC
VERLINGHEM;59611;59237;LILLE METROPOLE;TC
TOURCOING;59599;59976;LILLE METROPOLE;TC
LEERS;59339;59115;LILLE METROPOLE;TC
FACHES THUMESNIL;59220;59155;LILLE METROPOLE;TC
LOUVIL;59364;59830;LILLE METROPOLE;TC
LAMBERSART;59328;59831;LILLE METROPOLE;TC
LIMOGES;87085;87011;LIMOGES;TC
LIMOGES;87085;87014;LIMOGES;TC
LIMOGES;87085;87065;LIMOGES;TC
ORADOUR SUR VAYRES;87111;87150;LIMOGES;TC
CHAILLAC SUR VIENNE;87030;87200;LIMOGES;TC
ST JUNIEN;87154;87200;LIMOGES;TC
ST JUNIEN;87154;87209;LIMOGES;TC
RANCON;87121;87290;LIMOGES;TC
LIMOGES;87085;87069;LIMOGES;TC
LIMOGES;87085;87035;LIMOGES;TC
LIMOGES;87085;87054;LIMOGES;TC
LIMOGES;87085;87011;LIMOGES;TC
LIMOGES;87085;87018;LIMOGES;TC
LIVAROT PAYS D AUGE;14371;14290;LISIEUX;TC
NOTRE DAME D ESTREES;14474;14340;LISIEUX;TC
DIVES SUR MER;14225;14161;LISIEUX;TC
ST PIERRE DE MAILLOC;14647;14290;LISIEUX;TC
COUDRAY RABUT;14185;14130;LISIEUX;TC
LE TORQUESNE;14694;14130;LISIEUX;TC
LE MESNIL SIMON;14425;14140;LISIEUX;TC
LES AUTELS ST BAZILE;14029;14140;LISIEUX;TC
CHEMENOT;39136;39230;LONS-LE-SAUNIER;TC
VINCENT FROIDEVILLE;39577;39230;LONS-LE-SAUNIER;TC
FETIGNY;39224;39240;LONS-LE-SAUNIER;TC
CHAVERIA;39134;39270;LONS-LE-SAUNIER;TC
CONTE;39165;39300;LONS-LE-SAUNIER;TC
LE LARDERET;39277;39300;LONS-LE-SAUNIER;TC
SERGENAUX;39511;39230;LONS-LE-SAUNIER;TC
CHAMPAGNOLE;39097;39304;LONS-LE-SAUNIER;TC
CHAMPAGNOLE;39097;39307;LONS-LE-SAUNIER;TC
MONNETAY;39343;39320;LONS-LE-SAUNIER;TC
LE PETIT MERCEY;39414;39350;LONS-LE-SAUNIER;TC
LES CROZETS;39184;39260;LONS-LE-SAUNIER;TC
MONT SOUS VAUDREY;39365;39380;LONS-LE-SAUNIER;TC
OUNANS;39399;39380;LONS-LE-SAUNIER;TC
LES ROUSSES;39470;39400;LONS-LE-SAUNIER;TC
HAUTS DE BIENNE;39368;39408;LONS-LE-SAUNIER;TC
ABERGEMENT LA RONCE;39001;39500;LONS-LE-SAUNIER;TC
TAVAUX;39526;39501;LONS-LE-SAUNIER;TC
FRAISANS;39235;39700;LONS-LE-SAUNIER;TC
FAY EN MONTAGNE;39222;39800;LONS-LE-SAUNIER;TC
LONS LE SAUNIER;39300;39005;LONS-LE-SAUNIER;TC
LONS LE SAUNIER;39300;39007;LONS-LE-SAUNIER;TC
LONS LE SAUNIER;39300;39036;LONS-LE-SAUNIER;TC
GEVRY;39252;39100;LONS-LE-SAUNIER;TC
LAVANS LES ST CLAUDE;39286;39170;LONS-LE-SAUNIER;TC
COUSANCE;39173;39190;LONS-LE-SAUNIER;TC
IVREY;39268;39110;LONS-LE-SAUNIER;TC
BRETENIERES;39077;39120;LONS-LE-SAUNIER;TC
VILLERS LES BOIS;39570;39120;LONS-LE-SAUNIER;TC
MONTAGNA LE RECONDUIT;39346;39160;LONS-LE-SAUNIER;TC
VINCENT FROIDEVILLE;39577;39230;LONS-LE-SAUNIER;TC
GRANDE RIVIERE CHATEAU;39258;39150;LONS-LE-SAUNIER;TC
LYON;69382;69238;LYON;TC
LYON;69385;69245;LYON;TC
